file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.79,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.78,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.77,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.76,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.75,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.74,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.73,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.72,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.71,0.5,0.125,2,1,1
results\kaggle\structured\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.7,0.5,0.125,2,1,1
