file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.76,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.75,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.74,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.73,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.72,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.71,0.5,0.2222222222222222,4,2,2
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,1.0,0.6666666666666666,0.2222222222222222,3,2,1
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.99,0.6666666666666666,0.2222222222222222,3,2,1
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.98,0.6666666666666666,0.2222222222222222,3,2,1
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.97,0.6666666666666666,0.2222222222222222,3,2,1
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.96,0.6666666666666666,0.2222222222222222,3,2,1
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.1,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.09,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.08,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.07,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.06,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.05,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.04,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.03,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.02,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.01,0.25,0.3333333333333333,12,3,9
results\kaggle\continuous\kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.0,0.2903225806451613,1.0,31,9,22
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,1.0,,0.0,0,0,0
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.99,,0.0,0,0,0
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.98,,0.0,0,0,0
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.97,,0.0,0,0,0
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.96,,0.0,0,0,0
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.95,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.94,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.93,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.92,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.91,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.9,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.89,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.88,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.87,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.86,0.0,0.0,1,0,1
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.85,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.84,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.83,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.82,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.81,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.8,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.79,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.78,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.77,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.76,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.75,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.74,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.73,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.72,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.71,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.7,0.0,0.0,2,0,2
results\kaggle\continuous\kaggle_diabetic_AT-gpt-5-mini_verified.jsonl,0.69,0.0,0.0,2,0,2
